Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,w,lnw,agesq
8640,718569130579105,January,IN,4085.3581,961.0,60,45,1,,32,2,1,1,1,"Native, Born In US",IN,"Colleges and universities, including junior colleges (6112, 6113)",3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,16.016666666666666,2.7736298467481917,1024
8707,109083108086861,January,IN,2945.158,1634.0,60,45,1,,49,1,1,0,0,"Foreign Born, Not a US Citizen",IN,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,27.233333333333334,3.3044417131978476,2401
8708,109083108086861,January,IN,2753.6577,1019.0,60,45,1,,49,2,1,0,0,"Foreign Born, Not a US Citizen",IN,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,16.983333333333334,2.832232471000624,2401
8726,310800019688816,January,IN,3609.9382,1019.23,55,45,1,,40,2,1,2,8,"Native, Born In US",IN,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,18.531454545454547,2.919469534003095,1600
8872,899760603850971,January,IN,3117.3241,1000.0,37,40,1,,59,1,1,0,0,"Native, Born In US",IN,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,27.027027027027028,3.2968373663379125,3481
9859,261923006031128,January,KY,2231.5731,538.0,50,44,4,,34,2,1,2,6,"Foreign Born, Not a US Citizen",61,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,10.76,2.3758355547336385,1156
9861,269917604028148,January,KY,2180.968,923.07,60,46,1,,27,2,7,0,0,"Native, Born In US",61,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,15.384500000000001,2.733360509058375,729
10631,62422730793598,January,ME,687.7008,1000.0,55,45,1,,39,1,1,2,8,"Native, Born Abroad Of US Parent(s)",ME,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,18.181818181818183,2.900422093749666,1521
10801,783023914239110,January,ME,586.9193,2884.61,50,45,1,,60,1,1,0,0,"Native, Born In US",ME,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106,3600
10831,953389670427202,January,ME,574.842,2884.61,50,45,1,,41,1,1,1,1,"Native, Born Abroad Of US Parent(s)",ME,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106,1681
10881,294903406027458,January,MD,1785.1303,1346.15,99,45,1,,32,1,1,0,0,"Native, Born In US",52,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,13.597474747474749,2.6098840951685403,1024
11214,499650059270972,January,MD,1913.0399,2500.0,55,45,1,7.0,55,1,1,2,3,"Native, Born In US",52,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,45.45454545454545,3.816712825623821,3025
11372,914469970307201,January,MD,1871.5922,2884.61,50,46,1,,38,1,1,2,2,"Foreign Born, US Cit By Naturalization",52,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106,1444
11716,503906132696425,January,MA,3211.9397,1730.0,4,44,1,,61,2,1,0,0,"Native, Born In US",MA,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,432.5,6.069582326371934,3721
11752,635293989500668,January,MA,2928.3991,2019.0,60,46,1,,51,1,1,3,10,"Native, Born In US",MA,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,33.65,3.5160130560907366,2601
11754,640457098227719,January,MA,2791.8572,1384.61,30,42,1,,59,2,5,0,0,"Native, Born In US",MA,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,46.153666666666666,3.831976408858159,3481
11775,720509988864087,January,MA,3779.4547,2884.61,50,46,1,,38,2,1,3,11,"Native, Born In US",MA,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,57.6922,4.0551219824004106,1444
12111,209047604041671,January,MI,3216.7195,942.0,40,46,4,,34,2,1,3,11,"Native, Born In US",MI,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,23.55,3.159125820462427,1156
12250,720609941495851,January,MI,3241.8344,1442.0,40,43,1,,46,1,7,0,0,"Native, Born In US",MI,"Other health care services (6215, 6219)",3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,36.05,3.584906863730958,2116
12881,957279570779201,January,MN,3565.2238,575.0,40,43,4,,27,1,7,0,0,"Foreign Born, US Cit By Naturalization",MN,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,14.375,2.665490586683414,729
13575,720906444798792,January,MO,2435.1946,1634.0,70,46,1,,34,2,1,0,0,"Native, Born In US",MO,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,23.34285714285714,3.150291033370589,1156
13968,300037900039071,January,MT,883.3486,2884.61,50,46,1,,54,1,1,1,4,"Native, Born In US",81,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106,2916
15361,913063784339120,January,NH,458.8232,2884.61,40,45,1,,61,1,1,0,0,"Native, Born In US",NH,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,3721
15498,330400046977914,January,NJ,3323.7752,1346.15,60,46,4,,43,2,1,1,3,"Foreign Born, Not a US Citizen",NJ,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,22.435833333333335,3.110659383081029,1849
15669,643807047908098,January,NJ,3372.4425,800.0,40,46,1,4.0,63,1,5,0,0,"Foreign Born, US Cit By Naturalization",NJ,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,20.0,2.995732273553991,3969
16964,730609944785953,January,NY,3009.7083,1192.0,70,45,1,,31,1,7,0,0,"Native, Born In US",NY,"Colleges and universities, including junior colleges (6112, 6113)",3060,Government - State,No,No,Employed-At Work,1.0,False,17.02857142857143,2.834892605575936,961
17243,699550565050973,January,NY,2886.7727,2884.61,60,45,1,7.0,60,2,1,0,0,"Foreign Born, US Cit By Naturalization",NY,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,48.07683333333333,3.8728004256064557,3600
18177,407008203105829,January,OH,3603.4739,769.23,60,46,1,,27,2,1,1,1,"Native, Born In US",OH,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,12.820500000000001,2.5510454522920454,729
18485,779049630329303,January,OH,3196.2692,2884.61,40,45,1,,53,1,1,0,0,"Native, Born In US",OH,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,2809
18856,404073903035041,January,OK,2323.8447,2884.61,50,45,1,,50,1,1,2,10,"Native, Born In US",73,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106,2500
18917,204608037906599,January,OK,2151.6561,1480.0,70,46,1,,60,1,1,3,4,"Native, Born In US",73,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,21.142857142857142,3.0513021247088017,3600
19158,179070939030934,January,OR,2584.0039,2884.61,40,46,4,,31,1,7,0,0,"Foreign Born, US Cit By Naturalization",92,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,961
19183,475947805093188,January,OR,2136.696,2884.61,70,46,1,,34,1,1,3,5,"Native, Born In US",92,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,41.20871428571429,3.7186497457791976,1156
19364,947061938479390,January,OR,1747.4882,2307.46,50,45,1,,52,1,1,1,4,"Foreign Born, Not a US Citizen",92,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,46.1492,3.831879626020714,2704
20035,1944720698896,January,PA,3130.7216,1260.0,45,42,1,,53,2,1,0,0,"Native, Born In US",PA,"Other health care services (6215, 6219)",3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,28.0,3.332204510175204,2809
20117,665022912439240,January,PA,2971.1513,2884.61,72,45,1,,49,1,1,2,10,"Native, Born In US",PA,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,40.06402777777778,3.690478868812501,2401
20699,994379370467408,January,RI,574.354,1080.0,40,43,1,,43,1,1,1,3,"Native, Born In US",RI,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,27.0,3.295836866004329,1849
21948,139406410800535,January,TX,4080.8176,2884.61,70,45,1,,38,1,1,2,3,"Native, Born In US",74,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,41.20871428571429,3.7186497457791976,1444
22096,493923700016836,January,TX,4447.3946,900.0,40,45,4,,31,1,7,0,0,"Native, Born In US",74,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,22.5,3.1135153092103742,961
22114,497993502006848,January,TX,3595.6795,520.0,40,43,1,,24,2,7,0,0,"Native, Born In US",74,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,13.0,2.5649493574615367,576
22584,340809994932317,January,TX,3882.6478,2884.61,30,45,1,,53,2,1,3,10,"Native, Born In US",74,Offices of optometrists (62132),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,96.15366666666667,4.565947606166401,2809
23792,920900066353409,January,VT,285.7502,2692.3,28,45,1,,39,2,1,3,6,"Native, Born In US",VT,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,96.15357142857144,4.565946615687872,1521
24140,232501350100183,January,VA,2868.0382,2884.61,60,46,1,,64,1,1,0,0,"Foreign Born, US Cit By Naturalization",54,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,48.07683333333333,3.8728004256064557,4096
26117,110726094909092,February,AL,3295.2525,1980.76,50,45,1,,52,1,1,0,0,"Native, Born In US",63,"Business, professional, political, and similar organizations (8139 exc. 81393)",3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,39.6152,3.6792128829971658,2704
26665,41630840980697,February,AZ,4025.9789,1737.2,40,46,1,,51,1,5,0,0,"Native, Born In US",86,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,43.43,3.7711504465467307,2601
26735,489740366100980,February,AZ,4174.2871,1737.2,40,46,1,,39,1,5,0,0,"Native, Born In US",86,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,43.43,3.7711504465467307,1521
26816,26730840962189,February,AZ,5228.0088,640.0,40,44,1,,24,1,5,0,0,"Native, Born In US",86,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,16.0,2.772588722239781,576
26821,41630440050607,February,AZ,2726.3568,961.0,45,45,4,,43,2,1,2,2,"Native, Born In US",86,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,21.355555555555554,3.0613119191999725,1849
26948,400409933144390,February,AZ,2544.2268,961.0,40,41,1,,44,2,5,1,3,"Native, Born In US",86,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,24.025,3.1790949548563563,1936
27483,71520460984996,February,CA,3246.0463,2884.61,80,45,1,,51,1,1,1,4,"Native, Born In US",93,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,36.057625,3.585118353154675,2601
29209,860042094909292,February,CA,3258.225,2884.61,40,45,1,,45,1,1,1,1,"Native, Born In US",93,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,2025
29552,546092369600902,February,CA,2849.251,2884.61,50,46,1,,40,2,1,0,0,"Native, Born In US",93,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1.0,True,57.6922,4.0551219824004106,1600
30388,74964402068947,February,CT,1136.9264,2884.61,35,46,4,,63,2,1,0,0,"Native, Born In US",CT,Nursing care facilities (6231),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,82.41742857142857,4.411796926339143,3969
30535,629019480577003,February,CT,1065.7239,2884.61,50,45,4,,40,1,1,3,5,"Foreign Born, US Cit By Naturalization",CT,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106,1600
30570,690905014909778,February,CT,1048.6927,1538.46,30,45,1,,40,2,1,4,8,"Native, Born In US",CT,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,51.282000000000004,3.937339813411936,1600
30583,731039591089580,February,CT,1048.6927,2884.61,35,45,1,,42,2,1,2,3,"Foreign Born, US Cit By Naturalization",CT,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-Absent,1.0,True,82.41742857142857,4.411796926339143,1764
30643,869449480827006,February,CT,1065.7239,2884.61,40,45,4,,42,1,1,2,3,"Foreign Born, US Cit By Naturalization",CT,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,1764
30655,890961054909578,February,CT,1042.9762,2423.0,70,45,1,,57,1,1,0,0,"Native, Born In US",CT,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,34.614285714285714,3.5442664787671667,3249
30937,9940390160981,February,DE,445.051,2884.61,50,46,2,,39,2,7,0,0,"Native, Born In US",51,Employment services (5613),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,57.6922,4.0551219824004106,1521
31235,910004099318609,February,DE,445.051,920.0,40,46,2,,39,2,7,0,0,"Native, Born In US",51,Employment services (5613),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,23.0,3.1354942159291497,1521
31340,119140325700741,February,DC,292.0333,2884.61,60,45,1,,40,2,1,1,1,"Native, Born In US",53,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,48.07683333333333,3.8728004256064557,1600
31479,410107824067471,February,DC,305.5682,2884.61,40,45,1,,48,1,4,0,0,"Foreign Born, US Cit By Naturalization",53,"Other health care services (6215, 6219)",3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,2304
31884,921429008909092,February,FL,3375.4695,634.0,20,45,1,,39,2,1,2,3,"Native, Born In US",59,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,31.7,3.456316680883235,1521
31894,943052886189840,February,FL,3063.84,461.53,70,46,1,,34,2,1,2,5,"Native, Born In US",59,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,6.593285714285714,1.8860518151979053,1156
32011,66401820935991,February,FL,2700.2028,769.23,40,46,1,1.0,42,2,5,0,0,"Native, Born Abroad Of US Parent(s)",59,Veterinary services (54194),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,19.23075,2.9565105604002095,1764
32806,810309935649095,February,GA,3859.2878,923.0,60,45,4,,31,1,1,0,0,"Native, Born In US",58,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,15.383333333333333,2.7332846722807513,961
33448,589620906790981,February,HI,767.7718,1538.0,70,45,4,,50,1,1,2,10,"Native, Born In US",95,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,21.97142857142857,3.0897429080162304,2500
34893,581507028907898,February,IN,4791.6019,1076.92,40,46,4,,31,1,7,0,0,"Foreign Born, Not a US Citizen",IN,"Colleges and universities, including junior colleges (6112, 6113)",3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,26.923000000000002,3.292980939874984,961
34945,32371480014902,February,IN,3111.595,2500.0,60,46,1,,62,1,1,0,0,"Native, Born In US",IN,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-Absent,1.0,False,41.666666666666664,3.7297014486341915,3844
34978,198420340320107,February,IN,2946.3508,2884.61,30,46,1,,51,2,1,2,10,"Native, Born In US",IN,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,96.15366666666667,4.565947606166401,2601
34993,290886099518819,February,IN,3328.6074,2884.61,45,45,1,,44,1,4,0,0,"Native, Born In US",IN,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,64.10244444444444,4.1604824980582364,1936
35563,191964903092959,February,IA,1298.5988,2538.46,60,45,1,,61,2,5,0,0,"Native, Born In US",IA,"Colleges and universities, including junior colleges (6112, 6113)",3060,Government - State,No,Yes,Employed-At Work,1.0,True,42.30766666666667,3.7449683147041903,3721
35619,410909972971794,February,IA,1310.4068,2884.0,60,45,4,,46,1,1,3,10,"Foreign Born, US Cit By Naturalization",IA,Offices of physicians (6211),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,48.06666666666667,3.8725889361827392,2116
35715,16092800013109,February,KS,1507.728,1223.0,40,46,1,,58,1,3,0,0,"Native, Born In US",47,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,30.575,3.420182681573236,3364
35718,32372800114902,February,KS,1302.9488,961.53,55,45,1,,28,1,1,3,5,"Native, Born In US",47,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1.0,False,17.482363636363637,2.8611925805576646,784
36363,612765094909891,February,KY,2554.6328,2884.61,40,45,1,,37,1,1,0,0,"Native, Born In US",61,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,1369
37304,108903022993454,February,MD,1910.3438,1100.0,40,44,1,,29,1,7,0,0,"Native, Born In US",52,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,27.5,3.3141860046725258,841
37864,342290679500942,February,MA,3074.0715,2884.61,50,45,1,,48,2,5,2,10,"Native, Born In US",MA,"Colleges and universities, including junior colleges (6112, 6113)",3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,57.6922,4.0551219824004106,2304
37904,820509919163572,February,MA,4681.5621,807.69,60,45,1,,28,1,7,0,0,"Foreign Born, Not a US Citizen",MA,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,13.461500000000001,2.5998337593150387,784
38076,655899480139208,February,MA,2792.377,1153.0,40,45,1,,46,2,1,2,4,"Foreign Born, US Cit By Naturalization",MA,"Other health care services (6215, 6219)",3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,28.825,3.3612430661551227,2116
38271,270567097924749,February,MI,3093.2256,846.0,40,45,4,,41,1,1,2,8,"Foreign Born, Not a US Citizen",MI,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,21.15,3.0516399054922867,1681
38272,270567097924749,February,MI,3428.1591,769.23,40,45,4,,37,2,1,2,8,"Foreign Born, Not a US Citizen",MI,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,19.23075,2.9565105604002095,1369
38287,298988804092604,February,MI,3738.1017,2115.0,80,45,1,,27,1,7,0,0,"Foreign Born, Not a US Citizen",MI,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,26.4375,3.274783456806497,729
38392,55302460982498,February,MI,2621.5617,2884.61,50,45,1,,64,1,5,0,0,"Native, Born In US",MI,Offices of physicians (6211),3060,"Private, For Profit",No,Yes,Employed-At Work,1.0,False,57.6922,4.0551219824004106,4096
38738,156620140950203,February,MI,3264.9942,2884.61,40,46,1,,39,1,1,2,3,"Native, Born In US",MI,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,1521
39944,984009855289840,February,MO,5641.6169,600.0,40,40,8,1.0,38,2,1,0,0,"Native, Born In US",MO,"Health and personal care, except drug, stores (446 exc. 44611)",3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,15.0,2.70805020110221,1444
41004,375904402031237,February,NV,1490.196,2884.61,66,46,1,7.0,61,1,1,2,4,"Foreign Born, US Cit By Naturalization",88,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,43.706212121212126,3.7774902458021313,3721
41583,140372909300995,February,NH,441.9133,2884.61,80,46,1,,48,2,1,0,0,"Native, Born In US",NH,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,36.057625,3.585118353154675,2304
42112,904005093108814,February,NJ,3285.272,2884.61,50,45,1,,53,1,1,2,4,"Native, Born In US",NJ,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106,2809
42205,410540572250083,February,NJ,3088.6222,2250.0,40,44,4,,48,2,1,1,4,"Foreign Born, US Cit By Naturalization",NJ,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,56.25,4.029806041084529,2304
42370,504900273493145,February,NM,1783.513,538.0,40,45,1,,26,1,5,0,0,"Native, Born In US",85,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,13.45,2.598979106047848,676
42502,4909903798656,February,NY,3701.9978,1250.0,40,46,4,,48,1,1,0,0,"Foreign Born, Not a US Citizen",NY,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,31.25,3.4420193761824107,2304
42811,639720854190983,February,NY,3591.749,578.0,50,45,4,,22,1,7,0,0,"Native, Born In US",NY,Hospitals (622),3060,"Private, For Profit",Yes,,Employed-At Work,1.0,False,11.56,2.4475508632442313,484
42832,663482084909591,February,NY,3298.7918,2019.0,42,45,1,,48,2,7,0,0,"Foreign Born, Not a US Citizen",NY,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,48.07142857142857,3.872688000029469,2304
42924,830609982276146,February,NY,3732.4338,1153.84,70,45,4,,32,1,7,0,0,"Native, Born In US",NY,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,16.483428571428572,2.8023555472258956,1024
43039,8900903991916,February,NY,5417.6164,1442.0,40,45,4,,33,1,1,1,1,"Foreign Born, US Cit By Naturalization",NY,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,36.05,3.584906863730958,1089
43216,486390479600736,February,NY,2703.7824,1923.05,40,45,1,,63,1,1,1,4,"Native, Born In US",NY,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,48.07625,3.872788292176864,3969
43299,669470306460943,February,NY,3418.4021,1153.0,60,45,1,,58,2,1,0,0,"Native, Born In US",NY,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1.0,True,19.216666666666665,2.955777958046958,3364
